Total Number of Aligned Reads:	8745541	Total Number of Mapped Genomes:	2397
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|435590|org|Bacteroides_vulgatus_ATCC_8482	0.34101540938953545	0.2411744453544955	2109201.0	0.24090882427971008	0.00026562107478542493	0.28680030730795536	0.195504420278087	1709791.9232232412	0.18681382889863532	0.03182456065325175
ti|515619|org|Eubacterium_rectale_ATCC_33656	0.23458797968007378	0.19842911947928665	1735370.0	0.19832232219824938	0.00010679728103727374	0.0675444318548767	0.05806746819464261	507831.42386244296	0.018045538863747823	0.14805796462448692
ti|657322|org|Faecalibacterium_prausnitzii_SL3/3	0.07882128689183861	0.09894539400135452	865331.0	0.09892915715562936	1.6236845725152966e-05	0.07502803534622075	0.09091170796536055	795072.0693910873	0.09127131186052412	0.0020860916437302163
ti|226186|org|Bacteroides_thetaiotaomicron_VPI-5482	0.05997442917539944	0.08968890546622559	784378.0	0.08745393795535347	0.002234967510872112	0.04557546870060173	0.0790470450647201	691309.1735423573	0.07073078726633378	0.035791610833452156
ti|657321|org|Ruminococcus_bromii_L2-63	0.0487797204767126	0.03341394203057307	292223.0	0.03338947241800136	2.44696125717094e-05	0.04820676966414944	0.0318517547913026	278560.82744928333	0.03189705473909504	0.0012892284193739415
ti|367928|org|Bifidobacterium_adolescentis_ATCC_15703	0.034885469970750205	0.021258147437648513	185914.0	0.02125803309366453	1.1434398397995047e-07	0.030278066076613232	0.018960285337690966	165817.95279247517	0.01795692227616336	0.0029079962005781005
ti|657315|org|Roseburia_intestinalis_M50/1	0.03423242727481976	0.05178261699304823	452867.0	0.05117739428584235	0.0006052227072058778	0.026291236991572493	0.02645029437601549	231322.13392751288	0.006112829383568152	0.08610079124893474
ti|515620|org|Eubacterium_eligens_ATCC_27750	0.024977869563509402	0.037843399281988384	330961.0	0.037634607167241	0.00020879211474738956	0.02799247486831931	0.03721764103620336	325488.405605399	0.03276652639327859	0.029645850382497778
ti|245018|org|butyrate-producing_bacterium_SSC/2	0.019202673850910228	0.0144076850134257	126003.0	0.014373724850183654	3.396016324204529e-05	0.019708308311438844	0.014060295788780715	122964.89329290908	0.013393339531539558	0.0024157453495444133
ti|435591|org|Parabacteroides_distasonis_ATCC_8503	0.015613290231566655	0.0148211528594972	129619.0	0.014769469378738262	5.168348075893761e-05	0.016109811952142252	0.015278562308534284	133619.29309034123	0.014532777331899765	0.0037473953869749167
