Total Number of Aligned Reads:	6482026	Total Number of Mapped Genomes:	2345
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|435590|org|Bacteroides_vulgatus_ATCC_8482	0.2788299367764858	0.22254554363095735	1442546.0	0.22232524213880042	0.00022030149215692747	0.21213498522320798	0.16303272568069785	1056782.366713151	0.15374622070321842	0.040942137535394024
ti|657315|org|Roseburia_intestinalis_M50/1	0.10413261829414062	0.0794479997457585	514984.0	0.0783742613806239	0.0010737383651346045	0.040159997948584575	0.02444430145133451	158448.59755938803	0.008019714823729495	0.05903385762414406
ti|657322|org|Faecalibacterium_prausnitzii_SL3/3	0.10255875329745158	0.10813578964354663	700939.0	0.10811665982209884	1.9129821447800426e-05	0.09906823795266291	0.1004858925935968	651352.1684249019	0.10014307255169912	0.001750378662473739
ti|515620|org|Eubacterium_eligens_ATCC_27750	0.09394884628649547	0.05160300190094887	334492.0	0.050897666871438034	0.000705335029510835	0.08544238147723586	0.045797890372754606	296863.11614134506	0.042634972460770755	0.01720017784563036
ti|515619|org|Eubacterium_rectale_ATCC_33656	0.07541570034116002	0.050893655779844144	329894.0	0.050178910112363015	0.000714745667481124	0.02988799967867854	0.021874610883273516	141791.7964852619	0.006644990316299256	0.055794901162074945
ti|245018|org|butyrate-producing_bacterium_SSC/2	0.07536130053231704	0.04209208664081261	272842.0	0.04194259634256327	0.00014949029824934366	0.07273883934570481	0.039039294779244976	253053.72378073022	0.03851496430282754	0.001901720233766418
ti|226186|org|Bacteroides_thetaiotaomicron_VPI-5482	0.06573511936928211	0.07638506849555987	495130.0	0.07598318797240246	0.00040188052315742024	0.04747211463203748	0.05319730265179117	344826.2989187793	0.04327875266159068	0.046756369073496465
ti|435591|org|Parabacteroides_distasonis_ATCC_8503	0.04316766012090497	0.03930962325667932	254806.0	0.03918713069031195	0.00012249256636736724	0.042909777790482675	0.03851827791788473	249676.4789389547	0.03702777495801467	0.007379791441749848
ti|553174|org|Prevotella_melaninogenica_ATCC_25845	0.04039906814606506	0.07522385747912767	487603.0	0.07497918089190016	0.0002446765872275119	0.026078222840393628	0.04190709335546244	271642.86871453474	0.026861663313291245	0.051053790898092664
ti|862962|org|Bacteroides_fragilis_638R	0.020391933342782814	0.014958749008411876	96963.0	0.014916941092183215	4.180791622866061e-05	0.017256700723965984	0.01143438161257475	74117.95890663145	0.0004544875321388714	0.04999100589846446
