Total Number of Aligned Reads:	9493143	Total Number of Mapped Genomes:	2365
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|435590|org|Bacteroides_vulgatus_ATCC_8482	0.8191975388704268	0.6178168810898561	5865024.0	0.617776852197423	4.002889243320152e-05	0.6747906096475369	0.47502764570502487	4509505.369631137	0.44231093959081835	0.11446735817631737
ti|295405|org|Bacteroides_fragilis_YCH46	0.03374794349040919	0.04628035203936146	439346.0	0.04523781006985779	0.0010425419695036723	0.02087795337851814	0.021875893148968976	207670.9819158828	0.0019469842601127993	0.08739929441703344
ti|226186|org|Bacteroides_thetaiotaomicron_VPI-5482	0.02889771330896659	0.06993795416333663	663931.0	0.06980564813992583	0.0001323060234107924	0.03238296904989105	0.09867415461317589	936727.8601469883	0.08592738990658837	0.07415152178788416
ti|610130|org|Clostridium_saccharolyticum_WM1	0.027195927174338604	0.04518208563802315	428920.0	0.045045039351034745	0.00013704628698840837	0.00463092217974451	0.015149226699307586	143813.77539594492	0.011496719263577933	0.016457352427957737
ti|435591|org|Parabacteroides_distasonis_ATCC_8503	0.019228174025744938	0.022591042819011576	214460.0	0.02256576141326429	2.5281405747285174e-05	0.020860442032499184	0.02353551169253582	223425.97807541458	0.021996719105569145	0.008392478655383154
ti|717608|org|Clostridium_cf._saccharolyticum_K10	0.012768816555081823	0.038015649822192715	360888.0	0.037897669928705385	0.0001179798934873308	0.006532109154907619	0.01741597403674706	165332.33201512712	0.008860395340089157	0.02730265413678062
ti|657323|org|Ruminococcus_sp._SR1/5	0.007951528681572879	0.00949453726758356	90133.0	0.009466306364499091	2.8230903084468442e-05	0.007369022272630213	0.008423366140853886	79964.21931648407	0.007883269007956585	0.001878513786213902
ti|1042156|org|Clostridium_sp._SY8519	0.007348540450228131	0.013676081778184527	129829.0	0.01344507293316871	0.00023100884501581827	0.006195566284212348	0.008422486828887868	79955.87188224906	0.00566450963606047	0.006320878132774361
ti|657322|org|Faecalibacterium_prausnitzii_SL3/3	0.006791062929703002	0.010809907740776685	102620.0	0.010785153030982469	2.475470979421673e-05	0.006368797155987242	0.009808039111762097	93109.11783755057	0.009619785565223235	0.0006218172421926016
ti|693979|org|Bacteroides_helcogenes_P_36-108	0.006704595654939416	0.05400076665862929	512637.0	0.05377270731095065	0.00022805934767863498	0.07078298219630165	0.11327900573528306	1075373.8003428623	0.07678036662883936	0.12607615833870828
ti|536056|org|Escherichia_coli_DH1	0.003590676256628981	0.002942123593840312	27930.0	0.0029379100262157645	4.213567624547529e-06	0.00028443030936352076	0.00018630881779610288	1768.6562494993495	1.5800878592053234e-06	0.0029064136082222716
