Total Number of Aligned Reads:	154427	Total Number of Mapped Genomes:	1017
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|349741|org|Akkermansia_muciniphila_ATCC_BAA-835	0.3370087588262047	0.09583168746397974	14799.0	0.09583168746397974	0.0	0.3370087588267739	0.09590291853108589	14810.0	0.09589644297953079	6.475551555103706e-06
ti|420247|org|Methanobrevibacter_smithii_ATCC_35061	0.16069580153003912	0.037214994787180995	5747.0	0.037214994787180995	0.0	0.16069579721130645	0.03716319037474017	5739.0	0.03715671482318506	6.475551555103706e-06
ti|367928|org|Bifidobacterium_adolescentis_ATCC_15703	0.10815792226838875	0.047621206136232656	7354.0	0.047621206136232656	0.0	0.02790045675342037	0.041021231016180236	6334.7856421356655	8.418217021634818e-05	0.04466187907555026
ti|657321|org|Ruminococcus_bromii_L2-63	0.10454871528965722	0.12794394762573902	19758.0	0.1279115698679635	3.237775777551853e-05	0.1045456215054645	0.07919140866990014	12229.29166666667	0.07675471258264423	0.0026096472767067934
ti|657323|org|Ruminococcus_sp._SR1/5	0.07677590488821232	0.08484267647496875	13102.0	0.08475849430475241	8.418217021634818e-05	0.07038620025244406	0.026049201240715678	4022.7	0.0249891534511452	0.0011785503830288745
ti|435590|org|Bacteroides_vulgatus_ATCC_8482	0.053914394935954325	0.022586723824201727	3488.0	0.022586723824201727	0.0	0.05391133674227955	0.015021984497529575	2319.7999999999997	0.014550564344318027	0.0006540307070654743
ti|245018|org|butyrate-producing_bacterium_SSC/2	0.044010319180721486	0.03555077803751935	5490.0	0.03552487583129893	2.5902206220414823e-05	0.04401016959058242	0.019197001518745774	2964.5353535353534	0.01857188186003743	0.000705835119506304
ti|657322|org|Faecalibacterium_prausnitzii_SL3/3	0.03870962358081027	0.03804386538623427	5875.0	0.038030914283124065	1.2951103110207411e-05	0.03870962358380539	0.033801299859048825	5219.833333333333	0.033465650436775955	0.00036910643864091126
ti|515620|org|Eubacterium_eligens_ATCC_27750	0.023593619266790915	0.014848439715852797	2293.0	0.014848439715852797	0.0	0.023593719158071107	0.014595893205203754	2254.0	0.014498759931877197	0.000110084376436763
ti|717959|org|Alistipes_shahii_WAL_8301	0.012389710405197147	0.02299468357217326	3551.0	0.02299468357217326	0.0	0.01022728555017903	0.013323447324625875	2057.5	0.013546853853276954	0.0
ti|391904|org|Bifidobacterium_longum_subsp._infantis_ATCC_15697_=_JCM_1222	0.008858955959926739	0.010522771277043522	1625.0	0.010522771277043522	0.0	0.012727280055491445	0.002085729602776484	322.0929653679641	0.0	0.01689471400726557
ti|717961|org|Eubacterium_siraeum_V10Sc8a	0.005585850773369755	0.047815472682885767	7384.0	0.047776619373555144	3.8853309330622236e-05	0.005585825430303561	0.035014386517038254	5407.166666666666	0.02406314957876537	0.011248033051215137
ti|657318|org|Eubacterium_rectale_DSM_17629	0.0051731472783146165	0.00870314129005938	1344.0	0.008618959119843032	8.418217021634818e-05	0.001584969112111333	0.0018782337285578334	290.0500000000005	5.827996399593335e-05	0.005303476723629935
ti|226186|org|Bacteroides_thetaiotaomicron_VPI-5482	0.005023287098524783	0.019232388118658007	2970.0	0.019232388118658007	0.0	0.00463665271053086	0.018469352293748326	2852.166666666673	0.01249133894979505	0.010276700317949581
ti|568816|org|Acidaminococcus_intestini_RyC-MR95	0.0034948407720854133	0.008210999371871499	1268.0	0.008210999371871499	0.0	0.002063784348487241	0.007126344486391628	1100.5	0.00712958226216918	7.123106710614076e-05
ti|585394|org|Roseburia_hominis_A2-183	0.0034566245062747597	0.0020786520491882896	321.0	0.0020786520491882896	0.0	0.0018652195811101654	0.0013307258445738115	205.5	0.0007382128772818225	0.000660506258620578
ti|709991|org|Odoribacter_splanchnicus_DSM_20712	0.002324846045071098	0.0005763240884042298	89.0	0.0005763240884042298	0.0	0.002324846045071098	0.0005827996399593335	90.0	0.0005827996399593335	0.0
ti|657313|org|Ruminococcus_torques_L2-14	0.0022168008080897432	0.003522700045976416	544.0	0.0035097489428662088	1.2951103110207411e-05	0.0023789830937679707	0.007438250219629123	1148.6666666666665	0.006035214049356654	0.001476425754563645
ti|322159|org|Streptococcus_thermophilus_LMD-9	0.0009427326426336473	0.0007123106710614077	110.0	0.0007123106710614077	0.0	0.00010667652755266879	8.223693508650152e-05	12.69960317460317	0.0	0.0006281285008450595
ti|213810|org|Ruminococcus_champanellensis_18P13	0.0005388783292245025	0.03338794381811471	5156.0	0.03332966385411877	5.827996399593335e-05	0.0005284594505037222	0.036860997968835324	5692.333333333333	0.03492912508822939	0.0024089051784985786
ti|903814|org|Eubacterium_limosum_KIST612	0.0005159607754021531	0.0068252313390793065	1054.0	0.0068252313390793065	0.0	0.0005159596995249075	0.002664689464925175	411.5	0.0022340652865107786	0.0004662397119674668
ti|717960|org|Eubacterium_cylindroides_T2-87	0.00046184539392097473	0.000330253129310289	51.0	0.000330253129310289	0.0	0.0004618453939224947	0.00034967978397560013	54.0	0.0003432042324204964	6.475551555103706e-06
ti|862965|org|Haemophilus_parainfluenzae_T3T1	0.00027044428296173884	4.5328860885725944e-05	7.0	4.5328860885725944e-05	0.0	0.0002641204997968971	4.5328860885725944e-05	7.0	4.5328860885725944e-05	0.0
ti|717962|org|Coprococcus_catus_GD/7	0.00019567206038378272	0.0065144048644343285	1006.0	0.0065144048644343285	0.0	0.00019579005803295227	0.0009486683028226929	146.5	0.0007770661866124448	0.00018131544354290378
ti|416870|org|Lactococcus_lactis_subsp._cremoris_MG1363	0.000163717737331979	0.00016836434043269636	26.0	0.00016836434043269636	0.0	1.98174486294424e-05	1.642014858615583e-05	2.535714285714286	0.0	0.00013598658265717782
ti|552531|org|Bifidobacterium_animalis_subsp._lactis_BB-12	0.0001611524684739653	0.00027844871686945934	43.0	0.00027844871686945934	0.0	3.135431813140474e-05	4.0652307257240324e-05	6.277813852813852	0.0	0.0002590220622041482
ti|595496|org|Escherichia_coli_BW2952	0.00011089939053125482	3.8853309330622236e-05	6.0	3.8853309330622236e-05	0.0	9.509032247857725e-06	4.076713630844641e-06	0.6295546558704453	0.0	3.8853309330622236e-05
ti|757424|org|Herbaspirillum_seropedicae_SmR1	7.682616419466942e-05	0.0008547728052736892	132.0	0.0008547728052736892	0.0	6.336457022262511e-05	0.0008126817201655151	125.5	0.0007835417381675485	3.237775777551853e-05
ti|568704|org|Lactobacillus_rhamnosus_Lc_705	7.664546956452338e-05	6.475551555103706e-06	1.0	6.475551555103706e-06	0.0	4.283278300290672e-05	6.475551555103706e-06	1.0	6.475551555103706e-06	0.0
ti|435591|org|Parabacteroides_distasonis_ATCC_8503	6.210958719780545e-05	0.0024089051784985786	372.0	0.0024089051784985786	0.0	6.211277908551952e-05	0.0033802379117641346	522.0	0.003347860153988616	3.8853309330622236e-05
ti|557436|org|Lactobacillus_reuteri_DSM_20016	5.032358166930118e-05	8.634068740138274e-06	1.3333333333333333	0.0	2.5902206220414823e-05	5.032088853776648e-05	8.634068740138274e-06	1.3333333333333333	0.0	2.5902206220414823e-05
ti|557433|org|Lactobacillus_reuteri_JCM_1112	5.032358166930118e-05	8.634068740138274e-06	1.3333333333333333	0.0	2.5902206220414823e-05	5.032088853776648e-05	8.634068740138274e-06	1.3333333333333333	0.0	2.5902206220414823e-05
ti|491077|org|Lactobacillus_reuteri_SD2112	5.032358166930118e-05	8.634068740138274e-06	1.3333333333333333	0.0	2.5902206220414823e-05	5.032088853776648e-05	8.634068740138274e-06	1.3333333333333333	0.0	2.5902206220414823e-05
ti|525146|org|Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774	4.4272136595130144e-05	0.012640276635562433	1952.0	0.012640276635562433	0.0	4.100382675747535e-05	0.010678184514366012	1649.0	0.010626380101925181	0.00016188878887759265
ti|595495|org|Escherichia_coli_KO11FL	4.1157216369545706e-05	2.5902206220414823e-05	4.0	2.5902206220414823e-05	0.0	7.4784546331108035e-06	2.7176282500042934e-06	0.419675177763413	0.0	3.8853309330622236e-05
ti|442563|org|Bifidobacterium_animalis_subsp._lactis_AD011	3.427829866320735e-05	0.0002590220622041482	40.0	0.0002590220622041482	0.0	0.00016041216298546282	0.00018319410103230288	28.290115440115436	6.475551555103706e-06	0.000505093021298089
ti|365659|org|Streptococcus_mitis_B6	2.8335354813854132e-05	7.123106710614076e-05	11.0	7.123106710614076e-05	0.0	4.989696347260872e-06	1.6188878887759264e-05	2.5	0.0	1.9426654665311118e-05
ti|479437|org|Eggerthella_lenta_DSM_2243	2.4691295860785145e-05	0.004189681856152098	647.0	0.004189681856152098	0.0	2.4691292567042995e-05	0.0036910643864091126	570.0	0.003671637731743801	1.9426654665311118e-05
ti|909954|org|Lactobacillus_johnsonii_DPC_6026	2.4573181889164852e-05	2.2664430442862972e-05	3.5	0.0	9.065772177145189e-05	2.4572678371696745e-05	2.2664430442862972e-05	3.5	0.0	9.065772177145189e-05
ti|633699|org|Lactobacillus_johnsonii_FI9785	2.4573181889164852e-05	2.2664430442862972e-05	3.5	0.0	9.065772177145189e-05	2.4572678371696745e-05	2.2664430442862972e-05	3.5	0.0	9.065772177145189e-05
ti|324831|org|Lactobacillus_gasseri_ATCC_33323	2.4573181889164852e-05	2.2664430442862972e-05	3.5	0.0	9.065772177145189e-05	2.4572678371696745e-05	2.2664430442862972e-05	3.5	0.0	9.065772177145189e-05
ti|257314|org|Lactobacillus_johnsonii_NCC_533	2.4573181889164852e-05	2.2664430442862972e-05	3.5	0.0	9.065772177145189e-05	2.4572678371696745e-05	2.2664430442862972e-05	3.5	0.0	9.065772177145189e-05
ti|591001|org|Acidaminococcus_fermentans_DSM_20731	9.930207725020861e-06	0.0013015858625758448	201.0	0.0013015858625758448	0.0	0.001440986630802966	0.0022826319231740565	352.5	0.002331198559837334	2.5902206220414823e-05
ti|693746|org|Oscillibacter_valericigenes_Sjm18-20	7.888667094523574e-06	0.033854183530082176	5228.0	0.03384770797852707	6.475551555103706e-06	7.94568068205553e-06	0.023301193012448172	3598.333333333334	0.020818898249658414	0.0027262072046986604
ti|507522|org|Klebsiella_pneumoniae_342	4.306616395680604e-06	1.8501575871724873e-06	0.2857142857142857	0.0	1.2951103110207411e-05	3.1610849985235334e-06	1.3490732406466053e-06	0.20833333333333331	0.0	1.2951103110207411e-05
ti|484021|org|Klebsiella_pneumoniae_subsp._pneumoniae_NTUH-K2044	4.306616395680604e-06	1.8501575871724873e-06	0.2857142857142857	0.0	1.2951103110207411e-05	3.1610849985235334e-06	1.3490732406466053e-06	0.20833333333333331	0.0	1.2951103110207411e-05
ti|272620|org|Klebsiella_pneumoniae_subsp._pneumoniae_MGH_78578	4.306616395680604e-06	1.8501575871724873e-06	0.2857142857142857	0.0	1.2951103110207411e-05	3.1610849985235334e-06	1.3490732406466053e-06	0.20833333333333331	0.0	1.2951103110207411e-05
ti|1193292|org|Klebsiella_pneumoniae_subsp._pneumoniae_1084	4.306616395680604e-06	1.8501575871724873e-06	0.2857142857142857	0.0	1.2951103110207411e-05	3.1610849985235334e-06	1.3490732406466053e-06	0.20833333333333331	0.0	1.2951103110207411e-05
ti|1125630|org|Klebsiella_pneumoniae_subsp._pneumoniae_HS11286	4.306616395680604e-06	1.8501575871724873e-06	0.2857142857142857	0.0	1.2951103110207411e-05	3.1610849985235334e-06	1.3490732406466053e-06	0.20833333333333331	0.0	1.2951103110207411e-05
ti|1049565|org|Klebsiella_pneumoniae_KCTC_2242	4.306616395680604e-06	1.8501575871724873e-06	0.2857142857142857	0.0	1.2951103110207411e-05	3.1610849985235334e-06	1.3490732406466053e-06	0.20833333333333331	0.0	1.2951103110207411e-05
ti|1028307|org|Enterobacter_aerogenes_KCTC_2190	4.306616395680604e-06	1.8501575871724873e-06	0.2857142857142857	0.0	1.2951103110207411e-05	3.1610849985235334e-06	1.3490732406466053e-06	0.20833333333333331	0.0	1.2951103110207411e-05
ti|760570|org|Streptococcus_parasanguinis_ATCC_15912	3.851329953722869e-06	5.827996399593335e-05	9.0	5.827996399593335e-05	0.0	2.9196134566938196e-05	5.50421882183815e-05	8.5	6.475551555103706e-06	9.71332733265556e-05
ti|347253|org|Streptococcus_salivarius_JIM8777	3.4948336353223707e-06	2.5902206220414823e-05	4.0	2.5902206220414823e-05	0.0	0.00010700072949479069	8.331619367901879e-05	12.866269841269835	0.0	0.0006346040524001632
ti|479436|org|Veillonella_parvula_DSM_2008	2.4713735203991645e-06	2.5902206220414823e-05	4.0	2.5902206220414823e-05	0.0	2.471368735184628e-06	1.2951103110207411e-05	2.0	1.2951103110207411e-05	0.0
ti|610130|org|Clostridium_saccharolyticum_WM1	1.3111734413906962e-06	0.007537542010140714	1164.0	0.007537542010140714	0.0	5.636247511894413e-06	0.010856801811427619	1676.5833333333328	0.0070777778497283506	0.00400189086105409
ti|218495|org|Streptococcus_uberis_0140J	1.255933489712412e-06	2.5902206220414823e-05	4.0	2.5902206220414823e-05	0.0	5.746864000500355e-06	5.25239181691745e-05	8.11111111111111	1.9426654665311118e-05	3.8853309330622236e-05
ti|702459|org|Bifidobacterium_bifidum_PRL2010	1.0573577308351118e-06	0.0001165599279918667	18.0	0.0001165599279918667	0.0	1.2729907292819592e-05	6.52951448472957e-05	10.083333333333334	0.0	0.00018131544354290378
ti|645462|org|Clostridium_difficile_CD196	3.117478268061575e-07	0.00492789473343392	761.0	0.00492789473343392	0.0	9.051405653688184e-08	0.0007835340291776026	120.99880952380964	6.475551555103706e-06	0.00452641053701749
ti|316401|org|Escherichia_coli_ETEC_H10407	1.0730414263426023e-07	1.9426654665311118e-05	3.0	1.9426654665311118e-05	0.0	9.127802815418877e-06	4.7496805473326725e-06	0.7334789178829426	0.0	4.5328860885725944e-05
ti|553174|org|Prevotella_melaninogenica_ATCC_25845	7.582815289780413e-08	0.032241771192861354	4979.0	0.032241771192861354	0.0	7.56495318929495e-08	0.03213168681642459	4962.0	0.03211873571331438	1.2951103110207411e-05
ti|657314|org|Ruminococcus_obeum_A2-162	2.6791105335689227e-08	0.001010186042596178	156.0	0.0010037104910410744	6.475551555103706e-06	0.0062045155711823105	0.029583017650195022	4568.416666666667	0.028213978125586847	0.0014829013061187486
ti|441772|org|Clostridium_botulinum_F_str._Langeland	1.5961195963544476e-08	0.11625557706877683	17953.0	0.11621672375944621	3.8853309330622236e-05	2.9291265330970505e-09	0.020360852493187594	3144.2653679654804	0.0012497814501350154	0.12148134717374552
ti|637887|org|Clostridium_thermocellum_DSM_1313	1.539786660365886e-08	0.020786520491882895	3210.0	0.020521022878123643	0.00026549761375925193	6.541734229252249e-09	0.016036104928267594	2476.4075757575797	0.0018520077447596599	0.029133506446411574
ti|859657|org|Ralstonia_solanacearum_PSI07	9.172717183785501e-09	2.5902206220414823e-05	4.0	2.5902206220414823e-05	0.0	1.8717964122820225e-06	6.475551555103706e-06	1.0	0.0	1.2951103110207411e-05
ti|394503|org|Clostridium_cellulolyticum_H10	6.1827420529861885e-09	0.010665233411255803	1647.0	0.010522771277043522	0.00014246213421228153	4.939297425266043e-09	0.05735234123566469	8856.74999999999	0.032371282223963425	0.02748871635141523
ti|645463|org|Clostridium_difficile_R20291	3.735723534263323e-09	0.00023959540753883712	37.0	0.00023959540753883712	0.0	8.399851369348214e-08	0.0007844205630214561	121.13571428571441	1.2951103110207411e-05	0.004558788294793009
ti|357809|org|Clostridium_phytofermentans_ISDg	3.1789273378577797e-09	0.007861319587895899	1214.0	0.007770661866124447	9.065772177145189e-05	3.031149528787521e-08	0.008400430045770563	1297.2532106782107	0.005575449888944291	0.0030694114371191566
ti|879243|org|Porphyromonas_asaccharolytica_DSM_20707	2.7789419147982087e-09	1.2951103110207411e-05	2.0	1.2951103110207411e-05	0.0	2.7789419147982087e-09	1.2951103110207411e-05	2.0	1.2951103110207411e-05	0.0
ti|758678|org|Clostridium_botulinum_F_str._230613	2.493402589134944e-09	0.018286957591612866	2824.0	0.01813801990584548	0.00014893768576738523	2.8520867457155754e-09	0.020540523352208545	3172.011399711509	0.0013145369656860522	0.12229079111813349
ti|245012|org|butyrate-producing_bacterium_SM4/1	2.1389119171693105e-09	0.000505093021298089	78.0	0.000505093021298089	0.0	8.90414008919332e-06	0.0025707939673761705	396.9999999999999	0.0004532886088572594	0.004247961820148031
ti|1217984|org|Bacillus_cereus_FRI-35	1.90937789296655e-09	0.000990759387930867	153.0	0.000990759387930867	0.0	3.501817420167861e-10	0.00019432666049628406	30.00928320045966	3.8853309330622236e-05	0.0007641150835022373
ti|700015|org|Coriobacterium_glomerans_PW2	9.438048018875313e-10	0.019802236655507132	3058.0	0.019802236655507132	0.0	9.438053525273348e-10	0.01982328219806122	3061.25	0.019802236655507132	2.5902206220414823e-05
ti|941968|org|Clostridium_botulinum_H04402_065	4.5977497356032925e-10	0.004345095093474587	671.0	0.004209108510817409	0.00013598658265717782	2.831558306823376e-09	0.02052899584257525	3170.231240981368	0.0015023279607840599	0.12133240948797813
ti|748247|org|Azoarcus_sp._KH32C	1.8278700543167865e-10	3.237775777551853e-05	5.0	3.237775777551853e-05	0.0	2.875304967806828e-10	2.9139981997966677e-05	4.5	6.475551555103706e-06	2.5902206220414823e-05
ti|203119|org|Clostridium_thermocellum_ATCC_27405	1.7759940459467454e-10	0.0010749415581472151	166.0	0.0010749415581472151	0.0	5.6211358379642746e-09	0.0186930237313267	2886.707575757588	0.0031794958135559197	0.030655261061860943
ti|441770|org|Clostridium_botulinum_A_str._ATCC_19397	1.7166127432046143e-10	0.0016253634403310302	251.0	0.0015541323732248895	7.123106710614076e-05	2.7530379590894593e-09	0.02004637709663453	3095.7018759019807	0.0013015858625758448	0.12008262803784313
ti|644284|org|Arcanobacterium_haemolyticum_DSM_20595	1.3412269693349336e-10	5.827996399593335e-05	9.0	5.827996399593335e-05	0.0	1.224777949698342e-10	1.2951103110207411e-05	2.0	1.2951103110207411e-05	0.0
ti|413999|org|Clostridium_botulinum_A_str._ATCC_3502	1.3187246393740945e-10	0.0009713327332655559	150.0	0.0009519060786002448	1.9426654665311118e-05	1.5381080263914511e-09	0.012098927533727691	1868.4010822509663	0.0006410796039552669	0.0802126571130696
ti|751585|org|Coprococcus_sp._ART55/1	1.0258132192777427e-10	0.0011202704190329412	173.0	0.0011202704190329412	0.0	2.934736964276509e-09	0.0016723111891055321	258.25	0.0015800345794453041	0.00010360882488165929
ti|195103|org|Clostridium_perfringens_ATCC_13124	9.158210299104501e-11	0.0014051946874575041	217.0	0.0014051946874575041	0.0	6.278341706130136e-11	0.0014732599293589299	227.51111111111146	0.000880675011494104	0.001340439171906467
ti|515621|org|Clostridium_botulinum_Ba4_str._657	6.75070408370989e-11	0.0006281285008450595	97.0	0.0006216529492899558	6.475551555103706e-06	2.860995416605191e-09	0.020405073829184227	3151.0943362194325	0.001411670239012608	0.12138421390041897
ti|266265|org|Burkholderia_xenovorans_LB400	5.432722635211644e-11	2.5902206220414823e-05	4.0	2.5902206220414823e-05	0.0	4.14242747675537e-11	6.475551555103706e-06	1.0	6.475551555103706e-06	0.0
ti|299768|org|Streptococcus_thermophilus_CNRZ1066	4.994877472093426e-11	1.9426654665311118e-05	3.0	1.9426654665311118e-05	0.0	0.00010637142802834962	8.925211593786385e-05	13.782936507936501	0.0	0.0006540307070654743
ti|634956|org|Geobacillus_thermoglucosidasius_C56-YS93	3.473178824333448e-11	0.0001165599279918667	18.0	0.0001165599279918667	0.0	1.81840686070385e-11	3.3457016368035814e-05	5.166666666666667	1.9426654665311118e-05	4.5328860885725944e-05
ti|405955|org|Escherichia_coli_APEC_O1	2.329591325433938e-11	6.475551555103706e-06	1.0	6.475551555103706e-06	0.0	1.9781438277435687e-06	8.141636123815565e-06	1.2572884416924663	6.475551555103706e-06	2.5902206220414823e-05
ti|657315|org|Roseburia_intestinalis_M50/1	2.1153926398866557e-11	4.5328860885725944e-05	7.0	4.5328860885725944e-05	0.0	0.0010340557761367066	0.0016076635994137463	248.26666666666662	0.0003043509230898742	0.0018714343994249711
ti|1042156|org|Clostridium_sp._SY8519	1.0683820217619461e-11	4.5328860885725944e-05	7.0	4.5328860885725944e-05	0.0	4.241425184686606e-08	0.0001996628396156976	30.833333333333336	0.0001165599279918667	9.065772177145189e-05
ti|335541|org|Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen	1.0528838282198591e-11	1.2951103110207411e-05	2.0	1.2951103110207411e-05	0.0	1.0435312170910728e-11	6.475551555103706e-06	1.0	6.475551555103706e-06	0.0
ti|498213|org|Clostridium_botulinum_B1_str._Okra	8.071893449605324e-12	0.0002136932013184223	33.0	0.0002136932013184223	0.0	1.4591521822552778e-09	0.012077064838239265	1865.024891774775	0.0006087018461797484	0.08049110582993907
ti|395495|org|Leptothrix_cholodnii_SP-6	5.072462462045843e-12	1.9426654665311118e-05	3.0	1.9426654665311118e-05	0.0	1.3602352703027767e-11	0.0	0.0	0.0	0.0
ti|657308|org|Gordonibacter_pamelaeae_7-10-1-b	3.6125868132440585e-12	0.0014829013061187486	229.0	0.0014829013061187486	0.0	5.189711425971855e-12	0.00024283318331638898	37.5	0.0001942665466531112	5.827996399593335e-05
ti|498214|org|Clostridium_botulinum_A3_str._Loch_Maree	2.6781115446526775e-12	0.0001942665466531112	30.0	0.0001942665466531112	0.0	1.5052540137818493e-09	0.012031854181866045	1858.0431457430277	0.0005309952275185039	0.08095734554190653
ti|264198|org|Ralstonia_eutropha_JMP134	2.4743844529468208e-12	1.9426654665311118e-05	3.0	1.9426654665311118e-05	0.0	5.500442057372005e-09	0.0	0.0	0.0	0.0
ti|441771|org|Clostridium_botulinum_A_str._Hall	2.109711519633251e-12	0.000110084376436763	17.0	0.000110084376436763	0.0	1.4382875235442319e-09	0.01168972383510572	1805.208982683871	0.0005245196759634001	0.07872328025539575
ti|983917|org|Rubrivivax_gelatinosus_IL144	1.0384272192230545e-12	1.2951103110207411e-05	2.0	1.2951103110207411e-05	0.0	2.130163934388657e-11	3.237775777551853e-06	0.5	0.0	6.475551555103706e-06
ti|536232|org|Clostridium_botulinum_A2_str._Kyoto	6.204984611703545e-13	9.065772177145189e-05	14.0	9.065772177145189e-05	0.0	1.4586154200949685e-09	0.012064923179073456	1863.1498917747765	0.0006281285008450595	0.08065947017037176
ti|697329|org|Ruminococcus_albus_7	6.022621300518365e-13	0.00036263088708580755	56.0	0.00036263088708580755	0.0	1.3540859795616083e-05	0.011761760141253363	1816.333333333333	0.009823411709092322	0.002447758487829201
ti|522306|org|Candidatus_Accumulibacter_phosphatis_clade_IIA_str._UW-1	5.330101039049803e-13	1.9426654665311118e-05	3.0	1.9426654665311118e-05	0.0	7.356246899161842e-12	1.2951103110207411e-05	2.0	0.0	1.2951103110207411e-05
ti|1206105|org|Enterococcus_faecalis_D32	4.0112457707891165e-13	0.00018131544354290378	28.0	0.00018131544354290378	0.0	1.632062481631301e-13	3.843959353682394e-05	5.936111111111111	1.2951103110207411e-05	9.065772177145189e-05
