Total Number of Aligned Reads:	3931233	Total Number of Mapped Genomes:	2411
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|420247|org|Methanobrevibacter_smithii_ATCC_35061	0.33070502393708273	0.17296023919213133	679947.0	0.17296023919213133	0.0	0.3285323041846451	0.17223066377815563	677078.8690565901	0.17174560754857318	0.0011647745122204663
ti|367928|org|Bifidobacterium_adolescentis_ATCC_15703	0.13968267548906393	0.09838694374004288	386782.0	0.09838541750132847	1.5262387144186062e-06	0.11243392960164483	0.07746958810842895	304551.0012682635	0.07051604420292565	0.019187873117670715
ti|515619|org|Eubacterium_rectale_ATCC_33656	0.12488306588746793	0.09438540020395636	371051.0	0.09414043889029218	0.0002449613136641863	0.03843896251477156	0.02523239532596826	99194.42517449218	0.008604425125653962	0.06521389090903541
ti|435590|org|Bacteroides_vulgatus_ATCC_8482	0.05712193485720013	0.034832583059818636	136935.0	0.03482011877698422	1.2464282834418617e-05	0.05151416149831605	0.02860887859644835	112468.16763135143	0.02773277493346235	0.003471684329064189
ti|657321|org|Ruminococcus_bromii_L2-63	0.044654999230394024	0.09360447472841218	367981.0	0.09344345654404101	0.00016101818437116294	0.042994207256909125	0.08628783756522078	339217.5945350356	0.08503032000392752	0.002855338261558142
ti|657313|org|Ruminococcus_torques_L2-14	0.0364934678208276	0.03520727466420841	138408.0	0.03477611222738515	0.00043116243682325624	0.02980302355682376	0.024095056364641418	94723.28071753838	0.02008123151184374	0.013223332221722802
ti|349741|org|Akkermansia_muciniphila_ATCC_BAA-835	0.033955848496454805	0.025639792909756303	100796.0	0.025639284163518163	5.087462381395353e-07	0.03395167048900994	0.025607996269872573	100670.99999999997	0.025601382568776768	1.0429297881860474e-05
ti|213810|org|Ruminococcus_champanellensis_18P13	0.025075400808615683	0.025776391274696768	101333.0	0.025679983862569325	9.640741212744196e-05	0.024948589412104014	0.021896672728865155	86080.92242191474	0.02068180644596746	0.0030115233566669797
ti|515620|org|Eubacterium_eligens_ATCC_27750	0.02200541151974954	0.031825384046175846	125113.0	0.03164096353485026	0.00018442051132558157	0.02152858636665726	0.028903382729916022	113625.93199947596	0.025817345346867002	0.01735282543670141
ti|657322|org|Faecalibacterium_prausnitzii_SL3/3	0.02101297746170278	0.024089897495264207	94703.0	0.02391234505815351	0.00017755243711069783	0.019214459158279802	0.020759182927680423	81609.1849783339	0.01994870311680839	0.0025495817724362816
